timestamp,emotion
3.2699333333333334,Surprised
3.2699333333333334,Fearful
3.2699333333333334,Happy
3.2699333333333334,Happy
3.3033,Surprised
3.3033,Happy
3.3033,Happy
3.336666666666667,Surprised
3.336666666666667,Happy
3.336666666666667,Happy
3.370033333333333,Surprised
3.370033333333333,Happy
3.370033333333333,Happy
3.4034,Surprised
3.4034,Happy
3.4034,Happy
3.4034,Happy
3.4367666666666667,Surprised
3.4367666666666667,Happy
3.4367666666666667,Happy
3.4701333333333335,Surprised
3.4701333333333335,Happy
3.5035000000000003,Surprised
3.5035000000000003,Happy
3.5368666666666666,Surprised
3.5368666666666666,Happy
3.5702333333333334,Neutral
3.5702333333333334,Happy
3.6036,Surprised
3.6036,Happy
3.636966666666667,Surprised
3.636966666666667,Happy
3.6703333333333332,Surprised
3.6703333333333332,Neutral
3.7037,Surprised
3.7037,Neutral
3.7370666666666668,Happy
3.7370666666666668,Neutral
3.7704333333333335,Neutral
3.8038,Neutral
3.8038,Neutral
3.8371666666666666,Neutral
3.8705333333333334,No face detected
3.9039,Surprised
3.937266666666667,No face detected
3.9706333333333332,No face detected
4.0040000000000004,Surprised
4.037366666666666,Happy
4.070733333333333,Surprised
4.1041,Surprised
4.137466666666667,Surprised
4.170833333333333,Surprised
4.170833333333333,Happy
4.2042,Surprised
4.237566666666667,Surprised
4.270933333333334,Surprised
4.3043000000000005,Surprised
4.3043000000000005,Happy
4.337666666666666,Surprised
4.371033333333333,Surprised
4.4044,Surprised
4.437766666666667,Surprised
4.471133333333333,Surprised
4.5045,Surprised
4.537866666666667,Surprised
4.571233333333334,Surprised
4.6046000000000005,Surprised
4.637966666666666,Surprised
4.671333333333333,No face detected
4.7047,Surprised
4.738066666666667,Surprised
4.771433333333333,Surprised
4.8048,Fearful
4.838166666666667,Surprised
4.871533333333334,Surprised
4.9049000000000005,Surprised
4.938266666666666,Surprised
4.971633333333333,Neutral
4.971633333333333,Happy
5.005,Neutral
5.038366666666667,Surprised
5.071733333333333,Surprised
5.1051,Surprised
5.138466666666667,Surprised
5.171833333333334,Surprised
5.2052000000000005,Surprised
5.238566666666666,Surprised
5.271933333333333,Surprised
5.3053,Surprised
5.338666666666667,Surprised
5.372033333333333,Surprised
5.4054,Surprised
5.438766666666667,Surprised
5.472133333333334,Surprised
5.5055000000000005,Surprised
5.538866666666666,Surprised
5.572233333333333,Surprised
5.6056,Surprised
5.638966666666667,Neutral
5.6723333333333334,Surprised
5.7057,Surprised
5.739066666666667,Neutral
5.772433333333334,Surprised
5.8058000000000005,Neutral
5.839166666666666,Surprised
5.872533333333333,Surprised
5.9059,Surprised
5.939266666666667,Surprised
5.9726333333333335,Surprised
6.006,Surprised
6.039366666666667,Surprised
6.072733333333334,Surprised
6.1061000000000005,Neutral
6.139466666666666,Neutral
6.172833333333333,Neutral
6.2062,Surprised
6.239566666666667,No face detected
6.2729333333333335,Surprised
6.3063,Surprised
6.339666666666667,Surprised
6.373033333333334,No face detected
6.4064000000000005,No face detected
6.439766666666666,Surprised
6.473133333333333,Surprised
6.5065,Surprised
6.539866666666667,No face detected
6.5732333333333335,No face detected
6.6066,No face detected
6.639966666666667,Neutral
6.673333333333334,Neutral
6.7067000000000005,Surprised
6.740066666666666,Surprised
6.773433333333333,Neutral
6.8068,Neutral
6.840166666666667,Happy
6.8735333333333335,No face detected
6.9069,No face detected
6.940266666666667,No face detected
6.973633333333334,No face detected
7.007000000000001,Surprised
7.040366666666666,Surprised
7.073733333333333,Neutral
7.1071,Neutral
7.140466666666667,Fearful
7.1738333333333335,No face detected
7.2072,No face detected
7.240566666666667,No face detected
7.273933333333334,No face detected
7.307300000000001,Neutral
7.3406666666666665,Neutral
7.374033333333333,Happy
7.4074,Neutral
7.440766666666667,Neutral
7.4741333333333335,Neutral
7.5075,Neutral
7.540866666666667,No face detected
7.574233333333334,No face detected
7.6076,No face detected
7.6409666666666665,Neutral
7.674333333333333,Neutral
7.7077,Surprised
7.741066666666667,Surprised
7.7744333333333335,Surprised
7.8078,Surprised
7.841166666666667,Surprised
7.874533333333334,Surprised
7.9079,Surprised
7.9412666666666665,Surprised
7.974633333333333,Surprised
8.008000000000001,Surprised
8.041366666666667,Surprised
8.074733333333333,Surprised
8.1081,Surprised
8.141466666666666,Surprised
8.174833333333334,Surprised
8.2082,Neutral
8.241566666666667,Surprised
8.274933333333333,Surprised
8.308300000000001,Surprised
8.341666666666667,Surprised
8.375033333333333,Surprised
8.4084,Surprised
8.441766666666666,Neutral
8.475133333333334,Surprised
8.5085,Surprised
8.541866666666667,Surprised
8.575233333333333,Surprised
8.608600000000001,Surprised
8.641966666666667,Surprised
8.675333333333333,Surprised
8.7087,Surprised
8.742066666666666,Surprised
8.775433333333334,Surprised
8.8088,Surprised
8.842166666666667,Neutral
8.875533333333333,Neutral
8.908900000000001,Surprised
8.942266666666667,Surprised
8.975633333333333,Surprised
9.009,Surprised
9.042366666666666,Surprised
9.075733333333334,Surprised
9.1091,Surprised
9.142466666666667,Surprised
9.175833333333333,Surprised
9.209200000000001,Surprised
9.242566666666667,Surprised
9.275933333333333,Surprised
9.3093,Surprised
9.342666666666666,Surprised
9.376033333333334,Surprised
9.4094,Surprised
9.442766666666667,Surprised
